MJD WL
61200.66874 4.5563
61200.87289 1.7648
61200.87289 4.5239
61200.87433 1.7248
61200.87433 4.4911
61200.87577 1.6857
61200.87577 4.4586
61200.87721 1.6475
61200.87721 4.4263
61200.9419 1.397
61200.9419 4.1629
61201.08002 2.0734
61201.08002 4.761
61201.08146 2.1215
61201.08146 4.7958
61201.0829 2.1708
61201.0829 4.8308
61201.08434 2.2212
61201.08434 4.866
61201.89903 2.2769
61201.89903 4.9044
61201.90047 2.3297
61201.90047 4.9402
61201.90191 2.3838
61201.90191 4.9762
61201.90335 2.4391
61201.90335 5.0125
61203.47419 1.8624
61203.47419 4.6017
61203.47563 1.8204
61203.47563 4.5686
61203.47707 1.7794
61203.47707 4.5357
61203.47851 1.7393
61203.47851 4.5031
61203.68101 2.0871
61203.68101 4.7709
61204.08816 1.6997
61204.08816 4.4703
61204.0896 1.6614
61204.0896 4.4381
61204.70452 2.1348
61204.70452 4.8053
61204.70596 2.1841
61204.70596 4.8402
61204.70741 2.2345
61204.70741 4.8753
61204.98053 2.286
61204.98053 4.9107
61204.98197 2.3388
61204.98197 4.9463
61204.98341 2.3928
61204.98341 4.9822
61204.98485 2.448
61204.98485 5.0184
