MJD WL
60912.81735 1.5491
60912.81735 4.3268
60912.81879 1.5136
60912.81879 4.2895
60912.82023 1.479
60912.82023 4.2526
60913.02129 1.2091
60913.02129 3.944
60913.02273 1.1814
60913.02273 3.9099
60913.02417 1.1543
60913.02417 3.8762
60913.02561 1.1278
60913.02561 3.8428
60913.09023 1.4357
60913.09023 4.2057
60913.09167 1.4029
60913.09167 4.1694
60913.09311 1.3708
60913.09311 4.1335
60913.09455 1.3394
60913.09455 4.0979
60913.29551 1.0936
60913.29551 3.7988
60914.32329 1.5663
60914.32329 4.3448
60915.07704 1.6135
60915.07704 4.3932
60915.07848 1.5767
60915.07848 4.3556
60915.07992 1.5408
60915.07992 4.3182
60915.08136 1.5057
60915.08136 4.2812
60915.1446 1.8666
60915.1446 4.6051
60915.14604 1.8242
60915.14604 4.5716
60915.14749 1.7826
60915.14749 4.5384
60915.14893 1.7421
60915.14893 4.5054
60915.21261 1.7
60915.21261 4.4705
60915.21405 1.6613
60915.21405 4.4381
60915.21549 1.6235
60915.21549 4.4058
60915.48798 1.4524
60915.48798 4.2239
60915.48942 1.4193
60915.48942 4.1876
60915.49086 1.3869
60915.49086 4.1516
60915.49231 1.3553
60915.49231 4.1159
60916.58171 1.2221
60916.58171 3.9599
60916.65109 1.2772
60916.65109 4.0256
60916.65253 1.248
60916.65253 3.991
60917.8167 2.4173
60917.8167 4.9983
60917.81814 2.3622
60917.81814 4.9619
60917.81959 2.3083
60917.81959 4.9258
60917.82103 2.2557
60917.82103 4.8899
60917.95194 1.7471
60917.95194 4.5095
60917.95338 1.7074
60917.95338 4.4768
60917.95482 1.6687
60917.95482 4.4443
60917.95626 1.6308
60917.95626 4.412
60918.0256 2.1922
60918.0256 4.8458
60918.02705 2.1422
60918.02705 4.8105
60918.09461 2.0897
60918.09461 4.7728
60918.09605 2.042
60918.09605 4.738
60918.16153 1.9921
60918.16153 4.701
60918.16298 1.9466
60918.16298 4.6667
60918.16442 1.9022
60918.16442 4.6327
60918.23265 1.8556
60918.23265 4.5964
60918.29622 1.8103
60918.29622 4.5606
60918.29766 1.769
60918.29766 4.5273
60918.2991 1.7287
60918.2991 4.4944
60918.50737 1.3908
60918.50737 4.156
60918.85004 0.8361
60918.85004 2.7466
60918.9184 0.8154
60918.9184 2.6675
60918.98651 1.2515
60918.98651 3.9952
60919.12369 1.2185
60919.12369 3.9555
60919.26019 1.8497
60919.26019 4.5918
60919.39711 1.8017
60919.39711 4.5536
60919.46551 1.7578
60919.46551 4.5182
60919.53391 1.715
60919.53391 4.483
60919.80771 1.65
60919.80771 4.4285
60919.8766 1.865
60919.8766 4.6038
60920.0133 1.9465
60920.0133 4.6666
60920.14829 1.5317
60920.14829 4.3087
60920.14973 1.4966
60920.14973 4.2715
60920.15117 1.4624
60920.15117 4.2347
60920.21925 2.0756
60920.21925 4.7626
60920.28727 2.0253
60920.28727 4.7257
60920.42497 1.6186
60920.42497 4.3984
60920.49292 2.3136
60920.49292 4.9293
60920.76363 2.4268
60920.76363 5.0045
60920.76507 2.3715
60920.76507 4.9681
60920.83463 2.386
60920.83463 4.9777
