MJD WL
61088.79872 2.2474
61088.79872 4.8842
61088.80016 2.2993
61088.80016 4.9196
61089.75436 2.35
61089.75436 4.9538
61090.3717 1.9649
61090.3717 4.6806
61090.37314 2.0104
61090.37314 4.7146
61090.37458 2.0569
61090.37458 4.7489
61090.37602 2.1045
61090.37602 4.7835
61090.78293 1.0982
61090.78293 3.8047
61090.78437 1.1238
61090.78437 3.8376
61090.78581 1.15
61090.78581 3.8708
61090.78725 1.1768
61090.78725 3.9044
61091.46838 1.2038
61091.46838 3.9376
61091.46982 1.2319
61091.46982 3.9717
61091.47127 1.2606
61091.47127 4.0061
61091.47271 1.2901
61091.47271 4.0408
61092.42726 1.0774
61092.42726 3.6896
61092.4287 1.1026
61092.4287 3.7904
61092.76855 0.7367
61092.76855 2.3702
61092.77 0.754
61092.77 2.435
61092.77144 0.7716
61092.77144 2.5015
61092.77288 0.7897
61092.77288 2.5698
61092.97378 1.319
61092.97378 4.0744
61092.97523 1.3498
61092.97523 4.1097
61092.97667 1.3813
61092.97667 4.1453
61092.97811 1.4135
61092.97811 4.1812
61094.4112 0.8073
61094.4112 2.6366
61094.41264 0.8262
61094.41264 2.7086
61094.41408 0.8456
61094.41408 2.7826
61094.41552 0.8654
61094.41552 2.8587
61094.47692 1.4453
61094.47692 4.2161
61094.47836 1.479
61094.47836 4.2526
61094.4798 1.5134
61094.4798 4.2894
61094.48124 1.5487
61094.48124 4.3265
61095.0273 1.5992
61095.0273 4.3787
61095.02874 1.6365
61095.02874 4.4165
61095.50387 1.5839
61095.50387 4.363
61095.77876 0.8848
61095.77876 2.9336
61095.7802 0.9055
61095.7802 3.0138
61095.78164 0.9267
61095.78164 3.0961
61095.78308 0.9484
61095.78308 3.1807
61097.35306 0.9696
61097.35306 3.2636
61097.3545 0.9923
61097.3545 3.3528
61097.35594 1.0156
61097.35594 3.4443
61097.35738 1.0394
61097.35738 3.5384
61097.96876 1.0633
61097.96876 3.6333
