MJD WL
60950.31885 1.3833
60950.31885 4.1476
60950.32029 1.4155
60950.32029 4.1834
60950.65833 1.1948
60950.65833 3.9266
60950.65977 1.2226
60950.65977 3.9604
60950.66121 1.251
60950.66121 3.9946
60950.66265 1.2801
60950.66265 4.029
60952.23089 1.447
60952.23089 4.218
60952.23233 1.4807
60952.23233 4.2544
60952.23378 1.5151
60952.23378 4.2911
60952.23522 1.5503
60952.23522 4.3281
60952.78102 1.3086
60952.78102 4.0623
60953.12123 1.4477
60953.12123 4.2187
60953.12302 1.5857
60953.12302 4.3648
60953.12446 1.6226
60953.12446 4.4025
60953.1259 1.6603
60953.1259 4.4404
60953.26057 1.1128
60953.26057 3.8235
60953.26201 1.1386
60953.26201 3.8565
60953.26345 1.1651
60953.26345 3.8898
60954.07866 0.8826
60954.07866 2.925
60954.08011 0.9032
60954.08011 3.0047
60954.08155 0.9243
60954.08155 3.0867
60954.08299 0.9459
60954.08299 3.1709
60954.76592 1.1913
60954.76592 3.9223
60954.76736 1.219
60954.76736 3.9561
60954.7688 1.2474
60954.7688 3.9903
60954.77024 1.2764
60954.77024 4.0247
60955.3119 0.9675
60955.3119 3.2551
60955.31334 0.9901
60955.31334 3.3439
60955.31478 1.0132
60955.31478 3.4351
60955.31622 1.0369
60955.31622 3.5287
60955.93006 1.3054
60955.93006 4.0586
60956.82122 0.7428
60956.82122 2.393
60956.82266 0.7602
60956.82266 2.4583
60956.8241 0.7779
60956.8241 2.5253
60957.16178 1.0602
60957.16178 3.6212
60957.16322 1.085
60957.16322 3.72
60957.16466 1.1104
60957.16466 3.8214
60958.25721 0.7956
60958.25721 2.5921
60958.25865 0.8142
60958.25865 2.6628
60958.26009 0.8332
60958.26009 2.7354
60958.26153 0.8527
60958.26153 2.81
60959.55789 0.8721
60959.55789 2.8846
61119.01099 0.945
61119.01099 3.1672
61119.01244 0.9234
61119.01244 3.0829
61119.01388 0.9022
61119.01388 3.0009
61119.01532 0.8816
61119.01532 2.9211
61120.58567 0.8609
61120.58567 2.8414
61120.58711 0.8412
61120.58711 2.7658
61120.58855 0.8219
61120.58855 2.6922
61120.58999 0.8031
61120.58999 2.6206
61121.54793 1.0951
61121.54793 3.7601
61121.54938 1.07
61121.54938 3.6601
61121.61172 0.7844
61121.61172 2.5498
61121.61316 0.7664
61121.61316 2.4819
61121.6146 0.7489
61121.6146 2.4159
61122.16252 1.0453
61122.16252 3.5618
61122.16396 1.0213
61122.16396 3.467
61122.1654 0.9979
61122.1654 3.3748
61122.16684 0.9751
61122.16684 3.285
61122.57231 1.3884
61122.57231 4.1533
61122.57375 1.3566
61122.57375 4.1175
61122.57519 1.3256
61122.57519 4.082
61122.57663 1.2952
61122.57663 4.0468
61127.83934 1.2632
61127.83934 4.0091
61127.84078 1.2343
61127.84078 3.9746
61127.84222 1.2061
61127.84222 3.9403
61127.84366 1.1785
61127.84366 3.9064
61127.97958 1.6446
61127.97958 4.4248
61127.98102 1.607
61127.98102 4.3867
61128.25062 1.5701
61128.25062 4.3487
61128.25206 1.5342
61128.25206 4.3113
61128.2535 1.4991
61128.2535 4.2741
61128.25494 1.4648
61128.25494 4.2373
61128.38792 1.1513
61128.38792 3.8724
61128.38936 1.1249
61128.38936 3.8391
61128.3908 1.0992
61128.3908 3.806
61129.14067 2.048
61129.14067 4.7424
61129.14211 2.0013
61129.14211 4.7079
61129.14355 1.9558
61129.14355 4.6737
61129.145 1.9112
61129.145 4.6397
61129.21291 1.4308
61129.21291 4.2003
61129.21435 1.3981
61129.21435 4.1641
61129.62291 1.8674
61129.62291 4.6057
61129.62435 1.8249
61129.62435 4.5722
61129.62579 1.7834
61129.62579 4.5389
61129.62723 1.7428
61129.62723 4.5059
61130.30676 2.4277
61130.30676 5.0051
61130.3082 2.3725
61130.3082 4.9688
61130.30964 2.3185
61130.30964 4.9326
61130.37431 1.7027
61130.37431 4.4728
61130.37575 1.6639
61130.37575 4.4403
61130.3772 1.6261
61130.3772 4.408
61130.85487 2.2653
61130.85487 4.8965
61130.85631 2.2137
61130.85631 4.8609
61130.85775 2.1633
61130.85775 4.8255
61130.85919 2.1141
61130.85919 4.7904
61132.01763 2.0651
61132.01763 4.755
