 0.94 400 3.40 0.0111 4.262e-06 0.0068 8.764e-12
 0.94 400 3.50 0.0099 4.305e-06 0.0065 7.883e-12
 0.94 400 3.60 0.0089 4.392e-06 0.0062 7.111e-12
 0.94 400 3.70 0.0080 4.435e-06 0.0059 6.432e-12
 0.94 400 3.80 0.0073 4.479e-06 0.0057 5.834e-12
 0.94 400 3.90 0.0067 4.522e-06 0.0054 5.304e-12
 0.94 400 4.00 0.0061 4.566e-06 0.0052 4.834e-12
 0.94 400 4.10 0.0057 4.609e-06 0.0050 4.415e-12
 0.94 400 4.20 0.0053 4.696e-06 0.0048 4.042e-12
 0.94 400 4.30 0.0050 4.739e-06 0.0046 3.707e-12
 0.94 400 4.40 0.0047 4.783e-06 0.0045 3.406e-12
 0.94 400 4.50 0.0044 4.826e-06 0.0043 3.136e-12
 0.94 400 4.60 0.0042 4.870e-06 0.0042 2.892e-12
 0.94 400 4.70 0.0041 4.913e-06 0.0040 2.672e-12
 0.94 400 4.80 0.0039 4.957e-06 0.0039 2.472e-12
 0.94 400 4.90 0.0038 5.000e-06 0.0038 2.291e-12
 0.94 400 5.00 0.0036 5.000e-06 0.0036 2.127e-12
 0.94 400 5.10 0.0035 5.000e-06 0.0035 1.977e-12
 0.94 400 5.20 0.0035 5.000e-06 0.0035 1.840e-12
 0.94 400 5.30 0.0034 5.000e-06 0.0034 1.715e-12
 0.94 400 5.40 0.0033 5.000e-06 0.0033 1.600e-12
 0.94 400 5.50 0.0033 5.000e-06 0.0033 1.495e-12
 0.94 420 1.10 1.0030 2.437e-06 0.0491 1.157e-09
 0.94 420 1.20 0.7970 2.524e-06 0.0432 5.929e-10
 0.94 420 1.30 0.6401 2.611e-06 0.0383 3.787e-10
 0.94 420 1.40 0.5178 2.741e-06 0.0341 2.650e-10
 0.94 420 1.50 0.4214 2.828e-06 0.0306 1.953e-10
 0.94 420 1.60 0.3449 2.872e-06 0.0276 1.490e-10
 0.94 420 1.70 0.2836 2.959e-06 0.0251 1.166e-10
 0.94 420 1.80 0.2343 3.045e-06 0.0229 9.310e-11
 0.94 420 1.90 0.1944 3.132e-06 0.0210 7.554e-11
 0.94 420 2.00 0.1620 3.176e-06 0.0194 6.212e-11
 0.94 420 2.10 0.1355 3.263e-06 0.0179 5.167e-11
 0.94 420 2.20 0.1138 3.349e-06 0.0166 4.341e-11
 0.94 420 2.30 0.0959 3.393e-06 0.0155 3.679e-11
 0.94 420 2.40 0.0812 3.480e-06 0.0145 3.143e-11
 0.94 420 2.50 0.0690 3.523e-06 0.0135 2.703e-11
 0.94 420 2.60 0.0588 3.610e-06 0.0127 2.340e-11
 0.94 420 2.70 0.0503 3.654e-06 0.0120 2.037e-11
 0.94 420 2.80 0.0432 3.697e-06 0.0113 1.783e-11
 0.94 420 2.90 0.0372 3.784e-06 0.0107 1.568e-11
 0.94 420 3.00 0.0322 3.827e-06 0.0101 1.385e-11
 0.94 420 3.10 0.0280 3.871e-06 0.0096 1.228e-11
 0.94 420 3.20 0.0244 3.914e-06 0.0091 1.094e-11
 0.94 420 3.30 0.0214 4.001e-06 0.0087 9.775e-12
 0.94 420 3.40 0.0188 4.044e-06 0.0083 8.764e-12
 0.94 420 3.50 0.0166 4.088e-06 0.0079 7.883e-12
 0.94 420 3.60 0.0147 4.131e-06 0.0075 7.111e-12
 0.94 420 3.70 0.0131 4.175e-06 0.0072 6.432e-12
 0.94 420 3.80 0.0118 4.262e-06 0.0069 5.834e-12
 0.94 420 3.90 0.0106 4.305e-06 0.0066 5.304e-12
 0.94 420 4.00 0.0096 4.348e-06 0.0064 4.834e-12
 0.94 420 4.10 0.0087 4.392e-06 0.0061 4.415e-12
 0.94 420 4.20 0.0080 4.435e-06 0.0059 4.042e-12
 0.94 420 4.30 0.0073 4.479e-06 0.0057 3.707e-12
 0.94 420 4.40 0.0067 4.522e-06 0.0054 3.406e-12
 0.94 420 4.50 0.0063 4.566e-06 0.0053 3.136e-12
 0.94 420 4.60 0.0058 4.609e-06 0.0051 2.892e-12
 0.94 420 4.70 0.0055 4.653e-06 0.0049 2.672e-12
 0.94 420 4.80 0.0051 4.696e-06 0.0047 2.472e-12
 0.94 420 4.90 0.0049 4.739e-06 0.0046 2.291e-12
 0.94 420 5.00 0.0046 4.783e-06 0.0044 2.127e-12
 0.94 420 5.10 0.0044 4.826e-06 0.0043 1.977e-12
 0.94 420 5.20 0.0042 4.870e-06 0.0042 1.840e-12
 0.94 420 5.30 0.0041 4.913e-06 0.0040 1.715e-12
 0.94 420 5.40 0.0039 4.957e-06 0.0039 1.600e-12
 0.94 420 5.50 0.0038 4.957e-06 0.0038 1.495e-12
 0.90 380 1.10 0.2563 2.872e-06 0.0290 1.928e-09
 0.90 380 1.20 0.1983 3.002e-06 0.0254 9.881e-10
 0.90 380 1.30 0.1550 3.089e-06 0.0225 6.312e-10
 0.90 380 1.40 0.1221 3.176e-06 0.0200 4.416e-10
 0.90 380 1.50 0.0970 3.306e-06 0.0179 3.254e-10
